id,sepal_length,sepal_width,petal_length,petal_width,redundancy
2041,5.61,3.0,1.55,0.32,0
2042,5.3,4.24,1.49,0.33,0
2043,5.34,3.44,1.36,0.18,0
2044,4.98,3.67,1.13,0.22,0
2045,5.46,3.53,1.38,0.14,0
2046,5.43,3.77,1.47,0.19,0
2047,5.47,3.41,1.52,0.14,0
2048,4.95,2.92,1.03,0.37,0
2049,4.77,3.5,1.9,0.16,0
2050,5.11,3.2,4.34,1.19,0
2051,6.17,2.62,5.04,1.68,0
2052,6.43,3.05,3.66,1.73,0
2053,5.96,2.56,4.85,1.43,0
2054,5.47,2.83,4.22,1.84,0
2055,5.81,2.84,4.74,1.22,0
2056,5.19,2.36,4.77,0.91,0
2057,6.08,2.94,4.26,1.2,0
2058,5.37,2.64,3.65,1.49,0
2059,6.29,3.05,4.36,1.8,0
2060,5.71,2.97,4.75,1.46,0
2061,6.54,2.21,2.96,1.3,0
2062,6.28,2.96,4.66,2.0,0
2063,6.53,3.09,5.52,2.16,0
2064,6.51,3.43,5.21,1.78,0
2065,7.31,2.86,5.32,2.13,0
2066,6.24,2.98,6.85,1.94,0
2067,8.34,2.11,5.46,1.64,0
2068,6.44,2.93,5.61,2.09,0
2069,7.91,2.72,5.83,1.94,0
2070,6.64,3.44,5.29,2.37,0
2071,7.63,3.44,6.24,2.45,0
2072,5.06,3.03,1.37,0.32,0
2073,5.05,2.85,1.66,0.28,0
2074,4.94,3.28,1.34,0.16,0
2075,5.18,3.19,1.6,0.36,0
2076,5.85,2.79,1.51,0.21,0
2077,5.35,3.42,1.57,0.19,0
2078,5.0,3.89,1.52,0.44,0
2079,5.17,3.24,1.26,0.13,0
2080,5.02,3.31,1.42,0.27,0
2081,4.48,3.89,1.52,0.36,0
2082,5.0,3.64,1.37,0.27,0
2083,5.47,2.49,4.19,1.58,0
2084,5.59,2.85,3.92,1.16,0
2085,6.02,2.33,4.16,1.44,0
2086,6.09,2.78,4.48,1.27,0
2087,6.04,2.34,3.63,1.69,0
2088,6.32,3.18,4.19,1.46,0
2089,5.98,3.09,3.99,1.5,0
2090,5.92,3.06,4.27,1.5,0
2091,5.62,2.53,5.22,1.67,0
2092,5.64,3.08,4.29,1.6,0
2093,5.01,2.68,4.94,1.53,0
2094,7.07,2.96,3.46,1.2,0
2095,7.51,2.9,5.82,2.32,0
2096,6.5,3.22,5.75,1.74,0
2097,7.01,3.0,5.24,1.99,0
2098,7.31,2.49,4.75,1.83,0
2099,6.2,2.8,5.33,1.9,0
2100,7.35,3.42,4.21,2.18,0
2101,8.12,3.33,5.23,2.11,0
2102,7.5,3.05,4.88,2.1,0
2103,7.19,2.6,5.44,2.08,0
2104,6.53,3.44,5.51,1.92,0
2105,6.45,2.75,7.48,2.48,0
2106,4.62,3.67,1.46,0.22,0
2107,4.62,2.74,1.67,0.27,0
2108,4.74,3.85,1.52,0.31,0
2109,4.58,3.64,1.5,0.21,0
2110,4.62,2.94,1.54,0.25,0
2111,5.06,3.44,1.75,0.27,0
2112,4.89,3.23,1.36,0.21,0
2113,4.54,3.63,1.57,0.18,0
2114,4.8,3.61,1.39,0.13,0
2115,4.6,3.21,1.59,0.29,0
2116,5.15,3.4,1.39,0.25,0
2117,4.61,3.57,1.37,0.24,0
2118,5.74,2.95,4.34,1.36,0
2119,6.32,2.98,4.22,1.18,0
2120,6.09,2.22,3.42,1.22,0
2121,6.28,3.17,4.59,1.6,0
2122,5.59,3.08,3.82,1.41,0
2123,5.96,2.58,4.15,1.25,0
2124,5.55,2.77,3.58,1.12,0
2125,5.4,2.81,3.41,1.34,0
2126,6.39,2.82,5.32,2.27,0
2127,7.03,2.85,4.96,2.05,0
2128,7.54,3.18,5.95,2.23,0
2129,6.68,3.31,6.16,1.91,0
2130,7.36,2.84,4.68,1.53,0
2131,6.09,3.23,5.94,1.69,0
2132,6.66,3.0,5.79,2.29,0
2133,6.07,2.77,5.56,1.87,0
2134,7.11,2.43,6.07,1.91,0
2135,6.92,3.0,5.26,2.05,0
2136,4.13,3.44,1.45,0.16,0
2137,5.15,3.93,1.44,0.09,0
2138,5.16,3.42,1.33,0.25,0
2139,5.19,3.67,1.66,0.28,0
2140,5.59,3.11,1.45,0.21,0
2141,6.06,3.57,1.27,0.41,0
2142,5.13,3.84,1.65,0.26,0
2143,5.1,3.28,1.67,0.22,0
2144,5.53,3.43,1.9,0.28,0
2145,4.8,3.81,1.58,0.47,0
2146,6.83,2.68,4.55,1.72,0
2147,6.9,2.43,3.92,1.47,0
2148,5.79,2.58,4.26,1.39,0
2149,6.5,2.8,4.02,1.17,0
2150,6.97,2.25,4.17,1.47,0
2151,5.43,2.67,3.98,1.4,0
2152,6.09,3.1,4.18,1.36,0
2153,6.14,3.0,3.64,1.2,0
2154,5.82,2.78,4.18,1.19,0
2155,5.06,2.93,3.85,1.34,0
2156,6.81,3.18,5.97,2.46,0
2157,6.35,3.21,5.97,1.77,0
2158,6.9,2.98,5.29,1.7,0
2159,7.1,3.47,5.92,2.09,0
2160,7.49,2.92,5.52,1.61,0
2161,6.93,2.85,5.22,2.47,0
2162,6.4,3.01,4.81,1.79,0
2163,6.54,2.64,6.11,2.0,0
2164,5.88,2.71,4.98,1.93,0
2165,4.98,2.86,1.37,0.28,0
2166,4.91,3.6,1.45,0.08,0
2167,4.55,3.66,1.27,0.13,0
2168,4.89,3.49,1.27,0.24,0
2169,4.88,3.78,1.48,0.32,0
2170,4.96,3.91,1.21,0.22,0
2171,5.12,3.56,1.47,0.22,0
2172,5.1,3.14,1.47,0.28,0
2173,5.28,3.92,1.58,0.47,0
2174,5.51,2.77,4.67,1.33,0
2175,6.62,2.62,4.09,1.41,0
2176,6.2,2.53,3.69,1.57,0
2177,6.23,2.99,4.04,1.54,0
2178,5.88,2.61,3.42,1.16,0
2179,5.74,2.91,4.62,1.27,0
2180,5.68,1.97,3.72,1.33,0
2181,5.68,2.55,5.02,1.11,0
2182,5.99,2.62,4.83,0.91,0
2183,6.55,2.62,3.69,1.47,0
2184,6.28,2.42,4.66,1.4,0
2185,5.13,2.89,4.09,0.99,0
2186,6.77,2.66,5.15,2.42,0
2187,6.64,3.02,6.03,1.41,0
2188,7.35,2.74,5.32,1.76,0
2189,5.56,3.13,5.28,2.47,0
2190,8.08,2.81,6.29,1.6,0
2191,6.59,2.93,5.21,2.16,0
2192,7.54,2.81,5.37,1.9,0
2193,6.14,2.97,6.35,2.35,0
2194,6.57,3.2,5.29,1.9,0
2195,6.29,3.27,6.81,2.08,0
2196,4.97,3.34,1.46,0.22,0
2197,5.57,3.56,1.58,0.18,0
2198,4.89,3.65,1.79,0.33,0
2199,5.05,3.54,1.49,0.26,0
2200,4.95,3.75,1.16,0.2,0
2201,4.7,2.8,1.21,0.32,0
2202,4.64,3.63,1.32,0.08,0
2203,5.32,2.72,1.4,0.42,0
2204,6.17,3.02,3.82,1.19,0
2205,6.29,2.47,3.83,1.76,0
2206,5.95,2.57,4.87,1.82,0
2207,5.66,2.68,3.51,1.52,0
2208,6.41,2.78,4.15,1.22,0
2209,6.12,2.79,4.7,1.25,0
2210,5.67,2.97,3.93,1.04,0
2211,5.51,2.46,3.74,1.61,0
2212,7.2,2.98,4.17,1.3,0
2213,5.93,3.26,4.23,1.3,0
2214,6.65,3.33,5.29,2.59,0
2215,7.0,2.86,5.84,1.65,0
2216,6.15,2.99,5.77,2.16,0
2217,7.14,2.94,6.45,1.55,0
2218,7.2,3.13,5.72,1.73,0
2219,7.46,3.66,5.7,1.89,0
2220,6.87,2.95,6.87,1.88,0
2221,5.38,2.81,5.52,1.67,0
2222,6.87,2.98,6.13,2.01,0
2223,5.13,3.67,1.24,0.32,0
2224,4.98,3.74,1.82,0.1,0
2225,5.46,2.58,1.34,0.34,0
2226,5.26,3.36,1.28,0.23,0
2227,5.03,3.69,1.36,0.23,0
2228,4.58,4.07,0.96,0.21,0
2229,4.85,3.73,1.47,0.28,0
2230,4.93,3.39,1.69,0.26,0
2231,5.44,2.96,3.77,1.6,0
2232,6.86,2.41,3.6,1.35,0
2233,6.88,2.46,4.02,1.26,0
2234,5.47,2.51,4.07,1.77,0
2235,6.39,3.16,4.25,1.29,0
2236,5.77,2.85,4.09,1.23,0
2237,7.02,2.84,4.71,0.84,0
2238,5.18,2.23,4.59,1.53,0
2239,5.75,2.53,4.49,1.35,0
2240,6.19,2.38,3.94,1.02,0
2241,6.37,3.09,5.27,0.93,0
2242,7.58,2.32,5.47,1.94,0
2243,5.98,2.32,4.86,1.82,0
2244,7.21,2.71,5.44,2.52,0
2245,5.48,3.18,5.0,2.0,0
2246,6.56,2.87,5.08,2.36,0
2247,6.87,3.05,6.06,1.47,0
2248,7.32,3.13,6.05,1.92,0
2249,5.82,3.0,5.64,1.83,0
2250,6.91,3.37,4.77,1.84,0
2251,6.94,3.1,5.42,1.92,0
2252,5.09,3.76,1.86,0.25,0
2253,4.87,2.76,1.2,0.44,0
2254,4.9,3.55,1.3,0.27,0
2255,5.59,2.3,1.73,0.33,0
2256,5.17,3.48,1.35,0.26,0
2257,4.88,3.59,1.32,0.3,0
2258,4.9,3.67,1.35,0.27,0
2259,4.57,2.37,1.51,0.29,0
2260,4.73,3.41,1.47,0.25,0
2261,5.36,3.11,1.25,0.15,0
2262,5.8,2.4,3.76,1.34,0
2263,4.97,3.07,3.86,1.29,0
2264,5.92,2.49,3.99,1.62,0
2265,5.85,2.87,4.98,1.29,0
2266,5.86,2.9,4.74,0.89,0
2267,5.79,2.78,3.99,1.57,0
2268,5.65,3.12,4.26,1.24,0
2269,5.34,2.99,3.67,1.57,0
2270,6.93,2.46,4.57,1.15,0
2271,6.3,2.9,5.76,1.64,0
2272,6.71,3.13,6.31,1.43,0
2273,6.48,2.93,5.64,2.28,0
2274,6.68,2.8,5.76,1.98,0
2275,6.49,3.27,6.88,2.39,0
2276,6.53,2.82,5.7,1.96,0
2277,7.17,2.55,5.71,1.91,0
2278,7.08,2.71,5.9,2.4,0
2279,6.52,2.79,6.05,2.04,0
2280,6.45,3.05,5.57,2.32,0
2281,5.53,3.48,6.02,2.26,0
2282,6.42,2.7,4.94,2.24,0
2283,5.21,3.27,1.5,0.2,0
2284,4.97,3.79,1.43,0.26,0
2285,4.84,3.37,1.49,0.2,0
2286,4.88,3.13,1.15,0.29,0
2287,4.94,3.34,1.31,0.29,0
2288,5.04,3.16,1.76,0.32,0
2289,4.9,3.03,1.76,0.17,0
2290,4.54,3.8,1.38,0.36,0
2291,5.16,3.5,1.18,0.19,0
2292,5.79,2.69,1.58,0.35,0
2293,5.52,2.89,4.46,1.4,0
2294,6.21,2.84,3.16,1.53,0
2295,5.97,2.81,4.89,1.46,0
2296,6.04,2.78,4.59,1.49,0
2297,5.94,3.17,4.77,1.42,0
2298,6.04,2.44,4.65,1.25,0
2299,6.55,2.76,4.43,1.69,0
2300,5.65,3.08,3.78,1.21,0
2301,5.44,3.02,4.8,1.21,0
2302,5.89,2.26,4.43,1.07,0
2303,5.45,2.67,5.74,2.78,0
2304,7.2,2.57,5.58,2.05,0
2305,6.97,2.42,4.69,2.37,0
2306,6.16,3.55,5.37,1.64,0
2307,6.16,3.01,5.56,2.41,0
2308,6.35,3.51,6.5,2.2,0
2309,7.34,3.02,6.18,2.07,0
2310,7.16,2.94,5.36,1.62,0
2311,7.88,2.97,5.06,2.56,0
2312,5.81,3.05,6.0,1.9,0
2313,5.57,3.57,1.24,0.13,0
2314,4.88,3.59,1.25,0.29,0
2315,5.24,3.02,1.35,0.12,0
2316,4.84,3.99,1.67,0.34,0
2317,4.35,3.37,1.3,0.11,0
2318,5.15,3.71,1.59,0.28,0
2319,4.87,3.08,1.43,0.29,0
2320,4.86,3.01,1.45,0.11,0
2321,5.0,3.11,1.54,0.38,0
2322,5.21,3.27,1.73,0.32,0
2323,5.36,3.55,1.64,0.36,0
2324,6.28,2.9,4.53,1.27,0
2325,5.23,2.31,4.71,1.57,0
2326,6.23,3.37,4.22,1.23,0
2327,5.4,2.81,4.82,1.53,0
2328,5.06,2.69,3.91,1.39,0
2329,6.4,2.67,3.69,1.44,0
2330,5.81,2.7,4.47,1.08,0
2331,6.22,2.44,3.85,1.16,0
2332,6.71,3.3,5.96,2.48,0
2333,6.9,2.81,4.58,1.92,0
2334,6.24,3.09,5.64,2.29,0
2335,5.99,2.42,6.14,2.1,0
2336,7.41,2.78,3.99,2.4,0
2337,6.33,3.1,5.44,2.7,0
2338,6.45,2.4,5.6,1.77,0
2339,6.5,2.52,5.97,2.01,0
2340,5.88,3.16,5.21,2.27,0
2341,7.47,2.71,6.68,2.29,0
2342,5.29,3.9,1.63,0.08,0
2343,5.04,3.38,1.38,0.15,0
2344,4.77,2.78,1.59,0.24,0
2345,5.13,3.39,1.29,0.29,0
2346,4.81,3.19,1.68,0.36,0
2347,5.08,3.82,1.34,0.07,0
2348,4.93,3.29,1.55,0.27,0
2349,4.95,3.06,1.37,0.44,0
2350,5.32,3.44,1.35,0.1,0
2351,6.75,3.08,4.38,1.53,0
2352,5.26,2.35,5.54,1.19,0
2353,6.28,2.22,3.59,1.29,0
2354,6.0,2.61,4.19,1.43,0
2355,5.05,2.89,5.73,1.27,0
2356,5.33,3.16,4.82,1.28,0
2357,5.41,2.34,4.17,1.26,0
2358,5.33,3.07,4.08,1.62,0
2359,5.59,2.94,4.4,1.18,0
2360,6.42,3.01,5.13,1.59,0
2361,7.04,2.81,5.68,1.97,0
2362,5.72,2.87,5.38,2.3,0
2363,7.05,2.94,5.44,2.52,0
2364,6.88,2.9,6.2,1.8,0
2365,6.38,2.7,5.9,1.49,0
2366,6.58,3.53,4.55,2.45,0
2367,6.03,2.83,4.88,2.18,0
2368,5.55,3.49,1.45,0.16,0
2369,4.84,3.84,1.58,0.39,0
2370,5.3,3.98,1.41,0.29,0
2371,4.53,3.4,1.48,0.31,0
2372,5.47,2.92,1.54,0.14,0
2373,5.5,3.81,1.38,0.33,0
2374,5.27,3.22,1.36,0.11,0
2375,4.93,3.44,2.0,0.41,0
2376,6.53,2.85,4.45,1.58,0
2377,5.57,3.03,5.1,1.41,0
2378,6.75,2.63,3.69,1.45,0
2379,6.87,2.68,3.8,0.95,0
2380,6.6,2.76,3.98,1.07,0
2381,5.53,2.74,3.58,1.4,0
2382,5.78,3.16,4.5,1.19,0
2383,5.74,2.7,3.63,1.55,0
2384,5.99,2.15,4.59,1.08,0
2385,6.13,3.23,5.68,2.27,0
2386,5.51,2.2,5.63,1.86,0
2387,6.77,2.83,5.02,2.34,0
2388,6.96,3.12,4.73,2.61,0
2389,6.15,2.15,6.3,1.82,0
2390,6.66,3.0,5.57,2.0,0
2391,6.77,2.67,6.49,2.38,0
2392,6.74,3.56,4.57,2.3,0
2393,7.62,2.75,4.74,1.6,0
2394,5.02,2.87,1.66,0.43,0
2395,5.07,3.76,1.38,0.23,0
2396,4.8,3.02,1.47,0.29,0
2397,4.84,3.72,1.39,0.34,0
2398,4.73,3.77,1.31,0.36,0
2399,4.98,3.74,1.34,0.26,0
2400,4.74,3.94,1.28,0.29,0
2401,5.17,3.44,1.43,0.15,0
2402,6.16,3.04,3.87,1.24,0
2403,6.19,3.19,4.26,1.52,0
2404,5.66,3.4,3.69,1.45,0
2405,5.82,2.99,3.63,1.08,0
2406,5.84,2.6,4.64,1.3,0
2407,6.03,2.78,3.68,1.68,0
2408,5.88,2.39,4.41,1.53,0
2409,5.59,3.08,4.29,0.92,0
2410,6.5,2.89,4.26,1.05,0
2411,6.05,2.83,5.34,1.86,0
2412,6.88,3.02,5.66,1.48,0
2413,6.6,2.3,5.17,2.13,0
2414,6.35,2.74,5.5,1.93,0
2415,6.92,3.13,7.14,2.33,0
2416,6.45,2.84,5.61,2.0,0
2417,7.72,2.96,4.64,2.13,0
2418,5.76,3.22,6.01,2.45,0
2419,6.73,2.81,5.16,2.41,0
2420,4.77,3.23,1.42,0.09,0
2421,5.51,2.41,1.48,0.3,0
2422,5.22,3.38,1.74,0.28,0
2423,4.93,2.86,1.5,0.42,0
2424,4.76,3.88,1.45,0.16,0
2425,4.92,3.68,1.45,0.26,0
2426,4.96,3.33,1.48,0.24,0
2427,4.97,3.57,1.61,0.26,0
2428,6.09,2.72,3.77,1.28,0
2429,5.64,2.87,4.7,1.04,0
2430,5.91,2.55,4.18,0.8,0
2431,6.33,3.4,4.2,1.42,0
2432,6.68,2.69,5.0,1.42,0
2433,5.85,2.92,5.3,1.39,0
2434,6.77,3.13,5.23,1.69,0
2435,5.58,2.62,3.9,1.42,0
2436,6.55,2.73,4.43,1.72,0
2437,5.83,2.71,4.85,1.03,0
2438,6.57,2.94,4.39,1.36,0
2439,5.78,2.79,4.38,1.31,0
2440,7.94,2.46,5.5,2.31,0
2441,7.14,2.94,5.2,1.82,0
2442,5.35,2.91,5.96,2.33,0
2443,6.99,2.81,5.78,1.93,0
2444,5.99,3.22,5.69,2.13,0
2445,7.23,2.94,5.52,2.44,0
2446,7.77,3.16,5.81,1.75,0
2447,7.54,3.03,6.45,2.25,0
2448,7.1,2.99,5.84,1.85,0
2449,6.23,3.62,4.68,2.36,0
2450,6.89,2.9,5.84,2.51,0
2451,7.6,3.17,6.89,2.46,0
2452,5.09,3.61,1.49,0.29,0
2453,5.08,3.6,1.39,0.22,0
2454,4.42,3.52,1.43,0.19,0
2455,5.2,3.72,1.34,0.32,0
2456,4.94,3.57,1.22,0.25,0
2457,5.06,3.25,1.15,0.18,0
2458,5.06,3.11,1.45,0.37,0
2459,5.21,3.62,1.44,0.41,0
2460,5.04,3.46,1.6,0.32,0
2461,4.92,3.81,1.38,0.41,0
2462,6.71,2.24,4.32,1.28,0
2463,6.27,2.91,3.92,1.36,0
2464,5.97,2.7,3.47,1.36,0
2465,6.57,2.5,3.58,1.48,0
2466,5.38,2.82,4.27,1.3,0
2467,6.92,2.83,4.33,1.18,0
2468,5.63,3.01,4.27,1.49,0
2469,5.64,3.09,4.61,1.05,0
2470,6.8,3.05,4.9,1.95,0
2471,5.63,3.32,3.93,2.18,0
2472,6.86,3.08,4.59,2.17,0
2473,7.19,2.24,5.98,1.89,0
2474,6.61,2.75,5.89,2.22,0
2475,7.23,2.92,3.94,2.04,0
2476,5.34,2.67,6.79,2.55,0
2477,6.55,2.92,6.07,2.42,0
2478,7.28,3.05,5.08,2.21,0
2479,4.64,4.17,1.51,0.33,0
2480,4.94,2.59,1.62,0.38,0
2481,5.38,3.36,1.39,0.29,0
2482,4.91,3.14,1.38,0.29,0
2483,5.03,2.87,1.37,0.29,0
2484,5.63,3.77,1.49,0.33,0
2485,4.86,3.83,1.57,0.16,0
2486,5.52,3.32,1.66,0.11,0
2487,6.0,2.61,4.94,0.91,0
2488,5.98,2.86,3.6,1.22,0
2489,5.43,2.57,4.28,1.11,0
2490,5.42,2.73,4.04,1.68,0
2491,5.37,2.61,4.97,1.33,0
2492,6.58,2.92,4.72,1.43,0
2493,5.67,2.95,3.6,1.54,0
2494,6.05,2.73,4.14,1.42,0
2495,6.24,3.33,3.74,1.38,0
2496,6.47,3.04,5.86,2.02,0
2497,6.07,2.54,5.4,2.27,0
2498,6.18,3.0,5.61,2.28,0
2499,5.74,3.75,6.35,1.96,0
2500,6.89,2.69,6.35,1.95,0
2501,5.1,3.36,4.79,1.75,0
2502,6.09,3.15,6.08,2.1,0
2503,5.98,3.11,5.74,2.01,0
2504,5.68,2.3,5.57,2.07,0
2505,6.21,3.38,4.45,1.7,0
2506,6.63,2.65,5.17,1.68,0
2507,7.23,2.63,5.66,1.94,0
2508,4.75,3.52,1.46,0.27,0
2509,4.7,3.06,1.37,0.16,0
2510,5.38,3.36,1.27,0.26,0
2511,5.23,3.23,1.55,0.09,0
2512,4.89,3.45,1.46,0.27,0
2513,5.32,3.37,1.12,0.32,0
2514,5.39,4.02,1.54,0.16,0
2515,4.35,2.99,1.36,0.29,0
2516,5.07,3.38,1.41,0.32,0
2517,4.74,3.53,1.48,0.13,0
2518,5.1,3.59,1.39,0.27,0
2519,5.05,3.68,1.37,0.19,0
2520,6.83,3.1,4.95,1.4,0
2521,6.63,2.59,4.91,1.16,0
2522,6.1,2.51,3.77,1.08,0
2523,6.78,2.79,3.65,1.43,0
2524,5.99,3.0,3.39,1.53,0
2525,5.11,3.01,4.39,1.3,0
2526,5.84,2.74,4.26,1.33,0
2527,6.07,3.25,3.95,1.31,0
2528,6.51,2.88,6.62,2.27,0
2529,5.82,3.1,5.64,2.13,0
2530,7.65,3.42,5.06,2.45,0
2531,6.34,2.8,4.87,1.85,0
2532,7.54,2.96,6.4,1.86,0
2533,6.87,3.33,4.34,1.79,0
2534,5.3,3.33,5.62,2.35,0
2535,6.0,3.01,5.33,2.82,0
2536,6.94,3.13,6.14,2.09,0
2537,5.07,3.69,1.51,0.27,0
2538,4.42,2.71,1.52,0.26,0
2539,5.11,3.96,1.68,0.33,0
2540,4.84,4.21,1.39,0.29,0
2541,5.67,3.81,1.53,0.16,0
2542,3.8,3.71,1.55,0.08,0
2543,4.8,2.88,1.42,0.24,0
2544,4.84,3.17,1.36,0.19,0
2545,5.11,3.11,1.66,0.33,0
2546,6.11,3.18,4.3,1.4,0
2547,6.58,2.76,4.29,1.3,0
2548,6.21,2.77,4.02,1.49,0
2549,6.74,2.61,4.04,1.35,0
2550,5.81,3.32,4.34,1.81,0
2551,6.03,3.14,4.76,1.68,0
2552,6.42,2.7,4.78,1.12,0
2553,6.25,2.76,3.7,1.33,0
2554,5.82,2.14,4.1,1.34,0
2555,6.79,2.64,6.33,2.35,0
2556,6.52,2.35,5.86,2.4,0
2557,6.6,2.82,5.35,1.8,0
2558,6.58,2.83,4.69,2.12,0
2559,6.88,2.92,5.53,1.77,0
2560,6.43,2.55,5.78,2.1,0
2561,5.02,2.8,5.12,2.33,0
2562,7.47,3.2,6.08,1.83,0
2563,5.11,3.07,6.0,1.76,0
2564,6.31,3.2,4.46,1.91,0
2565,6.01,3.16,1.44,0.24,0
2566,5.58,3.07,1.38,0.21,0
2567,4.49,3.12,1.06,0.25,0
2568,5.22,3.76,1.63,0.2,0
2569,5.27,3.35,1.57,0.18,0
2570,4.8,3.59,1.81,0.19,0
2571,4.86,2.96,1.7,0.27,0
2572,5.07,3.02,1.46,0.25,0
2573,5.04,3.3,1.45,0.22,0
2574,4.69,3.75,1.58,0.15,0
2575,5.46,3.34,1.59,0.25,0
2576,5.52,2.79,3.88,1.11,0
2577,6.15,3.02,4.79,1.44,0
2578,5.79,2.76,5.03,1.21,0
2579,6.3,2.8,4.73,1.38,0
2580,6.28,2.75,3.39,0.98,0
2581,5.38,3.03,4.24,1.23,0
2582,5.96,2.93,3.97,1.59,0
2583,6.84,2.86,3.32,1.47,0
2584,5.04,3.09,4.68,1.69,0
2585,6.62,3.19,3.91,1.4,0
2586,6.93,3.11,6.61,2.19,0
2587,6.01,3.33,5.4,2.32,0
2588,6.37,3.07,5.35,1.67,0
2589,4.33,2.64,5.3,2.71,0
2590,6.27,2.64,5.6,1.69,0
2591,5.89,3.12,4.94,2.49,0
2592,5.06,3.1,6.39,2.54,0
2593,5.76,3.75,5.34,2.08,0
2594,7.27,3.2,4.27,1.84,0
2595,7.34,2.93,5.67,2.22,0
2596,6.9,2.54,5.63,1.92,0
2597,5.85,3.27,1.25,0.36,0
2598,5.05,3.18,1.42,0.21,0
2599,4.9,2.64,1.6,0.27,0
2600,4.83,3.47,1.46,0.41,0
2601,5.05,3.45,1.32,0.12,0
2602,4.75,4.4,1.57,0.26,0
2603,5.34,2.99,1.09,0.35,0
2604,5.18,3.65,1.47,0.08,0
2605,4.57,3.35,1.45,0.13,0
2606,5.46,4.44,1.27,0.15,0
2607,4.87,2.89,1.45,0.3,0
2608,4.61,3.66,1.67,0.16,0
2609,5.7,2.27,4.06,0.84,0
2610,6.34,2.29,4.51,1.28,0
2611,6.02,2.37,4.5,1.42,0
2612,5.19,2.61,4.06,1.46,0
2613,5.7,2.97,3.57,1.42,0
2614,6.25,2.62,5.0,0.96,0
2615,5.71,2.46,4.82,1.0,0
2616,5.61,2.59,4.36,1.53,0
2617,6.6,2.44,3.8,1.46,0
2618,5.12,2.78,4.36,1.53,0
2619,6.2,2.54,4.61,1.32,0
2620,5.05,2.85,4.01,1.25,0
2621,6.47,3.5,5.27,1.97,0
2622,6.99,2.69,6.04,1.79,0
2623,7.34,3.16,6.01,1.91,0
2624,7.47,3.02,5.13,1.53,0
2625,6.45,2.76,5.36,2.13,0
2626,7.81,3.56,6.16,2.29,0
2627,6.29,2.67,5.79,1.95,0
2628,6.49,3.81,5.58,1.95,0
2629,6.65,3.29,5.48,2.1,0
2630,7.17,2.93,5.54,2.12,0
2631,5.19,3.87,1.56,0.1,0
2632,4.57,3.32,1.14,0.21,0
2633,4.94,3.36,1.27,0.24,0
2634,4.66,3.56,1.38,0.13,0
2635,4.36,3.79,1.32,0.17,0
2636,5.04,3.67,1.54,0.26,0
2637,4.98,3.33,1.88,0.29,0
2638,5.33,3.16,1.7,0.27,0
2639,5.19,3.02,1.58,0.29,0
2640,4.94,3.23,1.39,0.27,0
2641,6.02,3.04,3.75,1.27,0
2642,5.55,3.0,3.41,1.51,0
2643,6.27,2.8,3.42,1.82,0
2644,5.33,2.84,3.73,1.07,0
2645,6.31,2.51,4.37,1.28,0
2646,5.93,2.8,5.28,1.26,0
2647,5.79,2.56,3.47,1.12,0
2648,5.41,2.79,3.86,1.18,0
2649,5.06,3.51,3.59,1.47,0
2650,6.58,2.68,5.32,1.55,0
2651,6.68,2.92,5.44,2.0,0
2652,6.68,2.59,5.68,1.86,0
2653,6.48,3.29,4.98,1.33,0
2654,7.57,2.95,6.2,1.98,0
2655,6.35,3.27,5.62,2.48,0
2656,5.91,3.09,5.05,1.82,0
2657,7.16,2.58,5.51,2.23,0
2658,6.4,2.85,6.17,1.97,0
2659,5.38,2.98,1.4,0.02,0
2660,4.85,3.3,1.38,0.17,0
2661,5.39,3.43,1.38,0.3,0
2662,5.38,3.83,1.19,0.34,0
2663,5.13,3.36,1.66,0.09,0
2664,4.81,3.44,1.44,0.01,0
2665,5.42,3.59,1.33,0.28,0
2666,5.53,2.9,1.53,0.34,0
2667,5.74,3.43,1.24,0.12,0
2668,4.98,3.21,1.28,0.19,0
2669,5.58,3.43,1.71,0.25,0
2670,4.7,3.73,1.76,0.2,0
2671,6.59,2.4,4.52,1.0,0
2672,5.78,2.49,3.97,1.53,0
2673,6.61,2.93,5.6,1.37,0
2674,6.11,2.5,4.14,1.38,0
2675,5.73,2.68,4.34,1.56,0
2676,6.59,3.27,4.58,1.28,0
2677,6.52,2.28,4.45,1.55,0
2678,5.76,2.94,4.72,1.49,0
2679,5.96,2.74,4.71,1.02,0
2680,6.09,3.32,5.03,1.77,0
2681,6.4,3.05,5.87,2.39,0
2682,6.44,3.04,5.37,1.87,0
2683,5.9,2.71,4.82,1.81,0
2684,6.44,2.85,4.09,2.22,0
2685,7.41,2.35,5.0,2.17,0
2686,7.23,3.19,5.33,1.66,0
2687,6.43,2.55,6.79,1.86,0
2688,6.28,2.91,4.4,2.27,0
2689,7.27,2.45,5.37,1.71,0
2690,4.73,2.61,1.64,0.31,0
2691,4.32,3.68,1.36,0.34,0
2692,5.39,4.27,1.6,0.3,0
2693,4.59,4.59,1.43,0.52,0
2694,5.22,4.32,1.59,0.28,0
2695,5.27,3.22,1.63,0.27,0
2696,4.64,3.72,1.42,0.36,0
2697,4.82,3.62,1.6,0.08,0
2698,4.82,3.81,1.68,0.3,0
2699,4.82,3.57,1.64,0.27,0
2700,5.89,2.47,4.82,1.26,0
2701,6.01,3.1,3.61,1.64,0
2702,5.87,3.09,4.68,1.55,0
2703,6.05,3.37,4.94,1.2,0
2704,5.78,2.79,3.81,1.44,0
2705,6.44,2.55,3.9,1.61,0
